Model,Train_MAE,Train_RMSE,Train_R2,Test_MAE,Test_RMSE,Test_R2
morgan_ridge,1.713391895368734,2.827277120483909,0.8803802206829663,2.196653352871248,3.7969028470122668,0.79149360112636
enhanced_gbr,0.10928434949817477,0.13858541573311706,0.9997125903820359,0.8149672657989606,2.3289208989884216,0.9215541642531049
sg_cnn,4.949217441714426,6.910769334113733,0.2853078131588268,5.451365693432243,7.4651236293652685,0.19400114119871725
