True_Value,Predicted_Value,Set
-2.1812,-3.5880949703353373,Train
18.1384,16.608994338018288,Train
9.8154,9.909100351355155,Train
6.1992,9.095520641475806,Train
1.2628,1.0956908578486981,Train
14.637,14.329232163865258,Train
0.1722,0.7655797492181557,Train
13.7186,12.930559984254396,Train
0.6314,1.2177676152099126,Train
4.305,6.390849312274009,Train
6.0844,5.49467997099561,Train
7.2898,8.782082065800221,Train
7.2324,7.984740064525387,Train
5.9122,9.02064966282731,Train
1.148,-0.10419436117806669,Train
4.5346,3.2264377908212563,Train
15.6702,16.959143268189422,Train
20.2622,17.03061006092703,Train
18.3106,20.12891532757712,Train
15.5554,13.852035068572437,Train
8.2082,9.361162520610726,Train
-3.8458,-3.759350546060489,Train
7.2324,7.255246312810586,Train
-1.8368,-0.35556066407916376,Train
1.8368,4.942259009110432,Train
-11.8244,-11.475800509742047,Train
9.184,9.524123631094866,Train
15.8424,14.074612580566013,Train
4.7642,3.3492590218578915,Train
6.4288,8.042301646090483,Train
14.4648,15.384973269746908,Train
15.785,14.02043610685825,Train
19.229,18.66692166269016,Train
-6.5436,-4.965345295442585,Train
-6.7732,-6.3845246015266905,Train
-8.4378,-9.153853407632564,Train
18.1384,17.451887268830824,Train
1.3776,0.987615878827528,Train
15.211,13.329028464549562,Train
4.018,4.367499206684618,Train
-6.1992,-8.581546730089446,Train
12.4558,10.843239220257708,Train
-3.8458,-7.524425478467167,Train
13.0298,11.704350100600124,Train
11.0782,7.990092142518683,Train
5.9122,8.094255254138039,Train
57.4,26.7168917608957,Train
9.471,12.692926799680937,Train
-0.5166,1.3393860336955559,Train
4.1902,1.33920399534116,Train
3.5014,3.9583860040441126,Train
9.0692,6.470769548934353,Train
0.6888,-2.3593822247850333,Train
-4.1328,-1.8384018409915974,Train
4.1902,5.95861037516449,Train
22.673,19.997449919427456,Train
19.4012,17.461226578042847,Train
9.0692,5.623075116408874,Train
18.1384,17.451887268830824,Train
16.5886,18.066708753707477,Train
-5.5104,-3.266468729389832,Train
