bead_type,heavy_atoms,OCO,predicted_sigma,predicted_epsilon
CG0,3,-0.7846605259364507,0.42498752425061304,3.787990966883885
CG1,3,13.374642395574616,0.42498752425061304,2.093018111115284
CG2,2,10.29600222693292,0.42498684469707265,1.7397836997920886
CG3,4,16.578526788218387,0.4644609619938285,2.8220036537710067
CG4,3,-1.6757797104375334,0.42498752425061304,3.787990966883885
CG5,4,3.254841699945149,0.4644609619938285,3.769958703623124
CG6,4,-7.326435885034117,0.4644609619938285,4.9145867359333115
CG7,3,-3.020403308466076,0.42498752425061304,3.8324161300063553
