bead_type,heavy_atoms,OCO,predicted_sigma,predicted_epsilon
CG0,3,-0.7846605259364507,0.36458427284018413,7.486752535528565
CG1,3,13.374642395574616,0.5772554472134508,2.4423675453607885
CG2,2,10.29600222693292,0.5966831626258807,1.5421667348490242
CG3,4,16.578526788218387,0.4343807516350454,4.643860096051985
CG4,3,-1.6757797104375334,0.3651655818803111,7.328946833475376
CG5,4,3.254841699945149,0.3922341716464831,7.703639110099053
CG6,4,-7.326435885034117,0.39475658529891205,10.636228982795654
CG7,3,-3.020403308466076,0.3651048813903101,7.684198984609836
